0,1
0.062759,1
0.12508,1
0.18654,1
0.24671,1
0.30518,1
0.36155,1
0.41547,1
0.46657,1
0.51453,1
0.55907,1
0.59993,1
0.63688,1
0.66974,1
0.69836,1
0.72263,1
0.74248,1
0.75787,1
0.76882,1
0.77538,1
0.77761,1
0.77564,1
0.76963,1
0.75974,1
0.74618,1
0.7292,1
0.70903,1
0.68596,1
0.66027,1
0.63226,1
0.60224,1
0.57052,1
0.53741,1
0.50322,1
0.46827,1
0.43285,1
0.39725,1
0.36174,1
0.32658,1
0.29202,1
0.25829,1
0.22557,1
0.19407,1
0.16393,1
0.1353,1
0.10828,1
0.082984,1
0.059467,1
0.037781,1
0.017956,1
-8.7142e-17,1
-0.016098,1
-0.030364,1
-0.042841,1
-0.053587,1
-0.062669,1
-0.070168,1
-0.076172,1
-0.080778,1
-0.084086,1
-0.086203,1
-0.087237,1
-0.087297,1
-0.086491,1
-0.084926,1
-0.082708,1
-0.079935,1
-0.076706,1
-0.07311,1
-0.069232,1
-0.065152,1
-0.06094,1
-0.056662,1
-0.052377,1
-0.048135,1
-0.043981,1
-0.039952,1
-0.03608,1
-0.03239,1
-0.028901,1
-0.025628,1
-0.022579,1
-0.019761,1
-0.017175,1
-0.014818,1
-0.012685,1
-0.010769,1
-0.0090602,1
-0.0075479,1
-0.0062198,1
-0.0050629,1
-0.0040636,1
-0.0032082,1
-0.0024831,1
-0.0018748,1
-0.0013704,1
-0.00095751,1
-0.00062447,1
-0.00036041,1
-0.0001553,1
1.3638e-18,1
0.00011373,1
0.00019325,1
0.00024506,1
0.00027482,1
0.00028743,1
0.00028704,1
0.00027715,1
0.00026065,1
0.00023989,1
0.00021673,1
0.00019263,1
0.0001687,1
0.00014572,1
0.00012426,1
0.00010465,1
8.7083e-05,1
7.1613e-05,1
5.8205e-05,1
4.6756e-05,1
3.7118e-05,1
2.9115e-05,1
2.256e-05,1
1.7263e-05,1
1.3039e-05,1
9.7173e-06,1
7.141e-06,1
5.1713e-06,1
3.6876e-06,1
2.5872e-06,1
1.7841e-06,1
1.208e-06,1
8.0196e-07,1
5.2132e-07,1
3.3126e-07,1
2.0537e-07,1
1.2394e-07,1
7.2618e-08,1
4.1183e-08,1
2.2524e-08,1
1.1827e-08,1
5.93e-09,1
2.8201e-09,1
1.2611e-09,1
5.2428e-10,1
1.995e-10,1
6.7924e-11,1
1.9944e-11,1
4.7074e-12,1
7.3635e-13,1
1.1524e-27,1
-4.3052e-14,1
-1.4273e-14,1
-2.3863e-15,1
-1.9053e-16,1
-4.6724e-18,1
-7.919e-21,1
-4.3661e-32,1
-2.1008e-21,1
-3.6526e-18,1
-2.6484e-16,1
-5.4523e-15,1
-5.6706e-14,1
-3.8341e-13,1
-1.9258e-12,1
-7.778e-12,1
-2.6581e-11,1
-7.9581e-11,1
-2.1395e-10,1
-5.26e-10,1
-1.1991e-09,1
-2.5622e-09,1
-5.175e-09,1
-9.9479e-09,1
-1.8302e-08,1
-3.2374e-08,1
-5.5271e-08,1
-9.1364e-08,1
-1.4662e-07,1
-2.2897e-07,1
-3.486e-07,1
-5.1828e-07,1
-7.5347e-07,1
-1.0723e-06,1
-1.4953e-06,1
-2.0445e-06,1
-2.7423e-06,1
-3.609e-06,1
-4.6604e-06,1
-5.9034e-06,1
-7.3305e-06,1
-8.913e-06,1
-1.0592e-05,1
-1.2269e-05,1
-1.3789e-05,1
-1.4932e-05,1
-1.5389e-05,1
-1.4747e-05,1
-1.2462e-05,1
-7.8378e-06,1
2.0039e-19,1
1.2134e-05,1
2.9885e-05,1
5.4835e-05,1
8.8866e-05,1
0.00013418,1
0.00019331,1
0.00026919,1
0.0003651,1
0.00048472,1
0.00063213,1
0.00081177,1
0.0010284,1
0.0012872,1
0.0015935,1
0.0019529,1
0.0023709,1
0.0028532,1
0.0034053,1
0.0040323,1
0.0047389,1
0.0055291,1
0.0064059,1
0.0073711,1
0.0084254,1
0.0095675,1
0.010794,1
0.0121,1
0.013477,1
0.014913,1
0.016396,1
0.017908,1
0.019426,1
0.020927,1
0.022381,1
0.023754,1
0.025009,1
0.026103,1
0.026991,1
0.027621,1
0.027939,1
0.027887,1
0.027403,1
0.026424,1
0.024882,1
0.022709,1
0.019837,1
0.016196,1
0.01172,1
0.0063418,1
-1.2679e-16,1
-0.0073638,1
-0.015802,1
-0.02536,1
-0.036076,1
-0.047978,1
-0.061083,1
-0.075397,1
-0.090912,1
-0.10761,1
-0.12545,1
-0.14438,1
-0.16433,1
-0.18523,1
-0.20695,1
-0.2294,1
-0.25241,1
-0.27586,1
-0.29955,1
-0.32331,1
-0.34693,1
-0.3702,1
-0.39289,1
-0.41478,1
-0.43561,1
-0.45514,1
-0.47311,1
-0.48928,1
-0.50339,1
-0.51521,1
-0.52449,1
-0.53102,1
-0.53457,1
-0.53496,1
-0.53202,1
-0.52559,1
-0.51555,1
-0.5018,1
-0.48426,1
-0.46292,1
-0.43775,1
-0.40879,1
-0.37611,1
-0.33981,1
-0.30001,1
-0.25691,1
-0.2107,1
-0.16161,1
-0.10993,1
-0.05595,1
-6.6448e-16,1
0.057568,1
0.11638,1
0.17605,1
0.23616,1
0.29631,1
0.35606,1
0.415,1
0.4727,1
0.52874,1
0.58272,1
0.63425,1
0.68295,1
0.72848,1
0.7705,1
0.80873,1
0.8429,1
0.87278,1
0.89818,1
0.91894,1
0.93496,1
0.94617,1
0.95252,1
0.95404,1
0.95078,1
0.94282,1
0.93031,1
0.9134,1
0.89229,1
0.86723,1
0.83847,1
0.80631,1
0.77104,1
0.73302,1
0.69257,1
0.65006,1
0.60585,1
0.5603,1
0.5138,1
0.4667,1
0.41935,1
0.37211,1
0.32531,1
0.27926,1
0.23426,1
0.19058,1
0.14849,1
0.10819,1
0.069903,1
0.03379,1
-1.398e-15,1
-0.031351,1
-0.060174,1
-0.086408,1
-0.11002,1
-0.13099,1
-0.14935,1
-0.16513,1
-0.17839,1
-0.18921,1
-0.19768,1
-0.20393,1
-0.20807,1
-0.21024,1
-0.21059,1
-0.20926,1
-0.20642,1
-0.20223,1
-0.19683,1
-0.19041,1
-0.1831,1
-0.17505,1
-0.16643,1
-0.15736,1
-0.14797,1
-0.13839,1
-0.12873,1
-0.11909,1
-0.10956,1
-0.10022,1
-0.091158,1
-0.082418,1
-0.074056,1
-0.066113,1
-0.05862,1
-0.051601,1
-0.045071,1
-0.039036,1
-0.033499,1
-0.028453,1
-0.023888,1
-0.019789,1
-0.016137,1
-0.01291,1
-0.010083,1
-0.0076308,1
-0.0055247,1
-0.0037369,1
-0.0022389,1
0.00056305,2
-1.9655e-17,2
-0.00040639,2
-0.00068327,2
-0.00085506,2
-0.00094344,2
-0.00096741,2
-0.00094329,2
-0.00088495,2
-0.00080392,2
-0.00070958,2
-0.0006094,2
-0.00050913,2
-0.00041303,2
-0.00032409,2
-0.00024423,2
-0.0001745,2
-0.00011525,2
-6.6301e-05,2
-2.7089e-05,2
3.227e-06,2
2.5652e-05,2
4.1272e-05,2
5.1188e-05,2
5.6467e-05,2
5.8098e-05,2
5.6977e-05,2
5.3884e-05,2
4.9481e-05,2
4.4313e-05,2
3.8815e-05,2
3.3316e-05,2
2.8057e-05,2
