Level: 0, time needed: 13.5688773
Level: 2, time needed: 22.42532
Level: 0, time needed: 3.1855344
Level: 1, time needed: 4.8830955
Level: 2, time needed: 3.3750092
Level: 0, time needed: 3.8145929
Level: 1, time needed: 1.6992813
Level: 2, time needed: 0.9772492
Level: 3, time needed: 1.1796607
Level: 0, time needed: 6.2573296
Level: 0, time needed: 9.9531185
Level: 1, time needed: 4.3925481
Level: 2, time needed: 5.3485125
Level: 3, time needed: 3.4676684
9/11/2018 12:24:53 PM, Level: 0, start of level until click[s]: 1.67, too early: True, start of change until click[s]: 63672265493.63, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:24:55 PM, Level: 1, start of level until click[s]: 1.09, too early: True, start of change until click[s]: 63672265495.75, Changed Linie: 2, Button clicked: falsch
9/11/2018 12:24:57 PM, Level: 2, start of level until click[s]: 0.91, too early: True, start of change until click[s]: 63672265497.51, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:24:59 PM, Level: 3, start of level until click[s]: 0.86, too early: True, start of change until click[s]: 63672265499.03, Changed Linie: 3, Button clicked: falsch
9/11/2018 12:25:00 PM, Level: 4, start of level until click[s]: 1.05, too early: True, start of change until click[s]: 63672265500.83, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:02 PM, Level: 5, start of level until click[s]: 1.10, too early: True, start of change until click[s]: 63672265502.64, Changed Linie: 4, Button clicked: richtig
9/11/2018 12:25:04 PM, Level: 6, start of level until click[s]: 0.71, too early: True, start of change until click[s]: 63672265504.17, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:05 PM, Level: 7, start of level until click[s]: 0.69, too early: True, start of change until click[s]: 63672265505.61, Changed Linie: 1, Button clicked: richtig
9/11/2018 12:25:06 PM, Level: 8, start of level until click[s]: 0.61, too early: True, start of change until click[s]: 63672265506.94, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:08 PM, Level: 9, start of level until click[s]: 0.57, too early: True, start of change until click[s]: 63672265508.19, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:09 PM, Level: 10, start of level until click[s]: 0.65, too early: True, start of change until click[s]: 63672265509.51, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:10 PM, Level: 11, start of level until click[s]: 0.65, too early: True, start of change until click[s]: 63672265510.83, Changed Linie: 1, Button clicked: richtig
9/11/2018 12:25:12 PM, Level: 12, start of level until click[s]: 0.60, too early: True, start of change until click[s]: 63672265512.41, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:14 PM, Level: 13, start of level until click[s]: 0.58, too early: True, start of change until click[s]: 63672265514.95, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:17 PM, Level: 14, start of level until click[s]: 0.73, too early: True, start of change until click[s]: 63672265517.22, Changed Linie: 3, Button clicked: richtig
9/11/2018 12:25:18 PM, Level: 15, start of level until click[s]: 0.54, too early: True, start of change until click[s]: 63672265518.58, Changed Linie: 3, Button clicked: falsch
9/11/2018 12:25:19 PM, Level: 16, start of level until click[s]: 0.52, too early: True, start of change until click[s]: 63672265519.75, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:21 PM, Level: 17, start of level until click[s]: 0.91, too early: True, start of change until click[s]: 63672265521.34, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:22 PM, Level: 18, start of level until click[s]: 0.55, too early: True, start of change until click[s]: 63672265522.72, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:24 PM, Level: 19, start of level until click[s]: 0.57, too early: True, start of change until click[s]: 63672265524.16, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:25 PM, Level: 20, start of level until click[s]: 0.55, too early: True, start of change until click[s]: 63672265525.69, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:27 PM, Level: 21, start of level until click[s]: 0.48, too early: True, start of change until click[s]: 63672265527.01, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:28 PM, Level: 22, start of level until click[s]: 0.61, too early: True, start of change until click[s]: 63672265528.32, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:29 PM, Level: 23, start of level until click[s]: 0.60, too early: True, start of change until click[s]: 63672265529.66, Changed Linie: 3, Button clicked: falsch
9/11/2018 12:25:30 PM, Level: 24, start of level until click[s]: 0.65, too early: True, start of change until click[s]: 63672265530.98, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:32 PM, Level: 25, start of level until click[s]: 0.62, too early: True, start of change until click[s]: 63672265532.31, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:33 PM, Level: 26, start of level until click[s]: 0.59, too early: True, start of change until click[s]: 63672265533.58, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:34 PM, Level: 27, start of level until click[s]: 0.69, too early: True, start of change until click[s]: 63672265534.96, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:37 PM, Level: 28, start of level until click[s]: 0.58, too early: True, start of change until click[s]: 63672265537.05, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:38 PM, Level: 29, start of level until click[s]: 0.55, too early: True, start of change until click[s]: 63672265538.30, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:39 PM, Level: 30, start of level until click[s]: 0.61, too early: True, start of change until click[s]: 63672265539.63, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:40 PM, Level: 31, start of level until click[s]: 0.53, too early: True, start of change until click[s]: 63672265540.84, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:25:42 PM, Level: 32, start of level until click[s]: 0.51, too early: True, start of change until click[s]: 63672265542.03, Changed Linie: 1, Button clicked: falsch
9/11/2018 12:25:43 PM, Level: 33, start of level until click[s]: 0.56, too early: True, start of change until click[s]: 63672265543.38, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:44 PM, Level: 34, start of level until click[s]: 0.59, too early: True, start of change until click[s]: 63672265544.75, Changed Linie: 4, Button clicked: falsch
9/11/2018 12:25:46 PM, Level: 35, start of level until click[s]: 0.57, too early: True, start of change until click[s]: 63672265546.03, Changed Linie: 2, Button clicked: richtig
9/11/2018 12:48:07 PM, Level: 0, start of level until click[s]: 9.61, too early: True, start of change until click[s]: 63672266887.67, Changed Linie: 1, Button clicked: richtig
9/11/2018 12:56:37 PM, Level: 0, start of level until click[s]: 3.36, too early: True, start of change until click[s]: 63672267397.06, Changed Linie: 4, Button clicked: falsch
