0,1,0,0
0.0018825,1,0,0
0.0075005,1,0,0
0.016766,1,0,0
0.029534,1,0,0
0.045605,1,0,0
0.064729,1,0,0
0.086608,1,0,0
0.1109,1,0,0
0.13724,1,0,0
0.16522,1,0,0
0.1944,1,0,0
0.22436,1,0,0
0.25463,1,0,0
0.28476,1,0,0
0.31432,1,0,0
0.34286,1,0,0
0.36998,1,0,0
0.39528,1,0,0
0.41842,1,0,0
0.43907,1,0,0
0.45697,1,0,0
0.47187,1,0,0
0.4836,1,0,0
0.49202,1,0,0
0.49705,1,0,0
0.49865,1,0,0
0.49683,1,0,0
0.49167,1,0,0
0.48326,1,0,0
0.47175,1,0,0
0.45734,1,0,0
0.44024,1,0,0
0.42071,1,0,0
0.39902,1,0,0
0.37546,1,0,0
0.35035,1,0,0
0.32401,1,0,0
0.29674,1,0,0
0.26888,1,0,0
0.24073,1,0,0
0.2126,1,0,0
0.18477,1,0,0
0.15751,1,0,0
0.13106,1,0,0
0.10566,1,0,0
0.081478,1,0,0
0.058699,1,0,0
0.037459,1,0,0
0.017865,1,0,0
-8.6924e-17,1,0,0
-0.016084,1,0,0
-0.030362,1,0,0
-0.042833,1,0,0
-0.053522,1,0,0
-0.062472,1,0,0
-0.06975,1,0,0
-0.075435,1,0,0
-0.079624,1,0,0
-0.082423,1,0,0
-0.083949,1,0,0
-0.084323,1,0,0
-0.083672,1,0,0
-0.082122,1,0,0
-0.079801,1,0,0
-0.076832,1,0,0
-0.073336,1,0,0
-0.069426,1,0,0
-0.065209,1,0,0
-0.060783,1,0,0
-0.056239,1,0,0
-0.051657,1,0,0
-0.047108,1,0,0
-0.042653,1,0,0
-0.038343,1,0,0
-0.03422,1,0,0
-0.030319,1,0,0
-0.026663,1,0,0
-0.023271,1,0,0
-0.020152,1,0,0
-0.01731,1,0,0
-0.014745,1,0,0
-0.01245,1,0,0
-0.010416,1,0,0
-0.0086288,1,0,0
-0.0070741,1,0,0
-0.0057348,1,0,0
-0.0045927,1,0,0
-0.0036292,1,0,0
-0.0028257,1,0,0
-0.0021638,1,0,0
-0.0016257,1,0,0
-0.0011947,1,0,0
-0.00085516,1,0,0
-0.00059258,1,0,0
-0.00039396,1,0,0
-0.00024763,1,0,0
-0.00014333,1,0,0
-7.2164e-05,1,0,0
-2.6517e-05,1,0,0
1.9246e-19,1,0,0
1.2665e-05,1,0,0
1.575e-05,1,0,0
1.2638e-05,1,0,0
5.9337e-06,1,0,0
-2.4165e-06,1,0,0
-1.1022e-05,1,0,0
-1.8945e-05,1,0,0
-2.5609e-05,1,0,0
-3.0719e-05,1,0,0
-3.4188e-05,1,0,0
-3.6079e-05,1,0,0
-3.6552e-05,1,0,0
-3.5827e-05,1,0,0
-3.4149e-05,1,0,0
-3.1766e-05,1,0,0
-2.891e-05,1,0,0
-2.579e-05,1,0,0
-2.2581e-05,1,0,0
-1.9423e-05,1,0,0
-1.6425e-05,1,0,0
-1.3662e-05,1,0,0
-1.1179e-05,1,0,0
-8.9997e-06,1,0,0
-7.1284e-06,1,0,0
-5.5541e-06,1,0,0
-4.2554e-06,1,0,0
-3.2048e-06,1,0,0
-2.3711e-06,1,0,0
-1.7222e-06,1,0,0
-1.2271e-06,1,0,0
-8.5672e-07,1,0,0
-5.8548e-07,1,0,0
-3.9111e-07,1,0,0
-2.5498e-07,1,0,0
-1.6194e-07,1,0,0
-9.9969e-08,1,0,0
-5.9836e-08,1,0,0
-3.4619e-08,1,0,0
-1.9291e-08,1,0,0
-1.0308e-08,1,0,0
-5.2533e-09,1,0,0
-2.5364e-09,1,0,0
-1.1502e-09,1,0,0
-4.8443e-10,1,0,0
-1.8655e-10,1,0,0
-6.4206e-11,1,0,0
-1.9039e-11,1,0,0
-4.5338e-12,1,0,0
-7.1482e-13,1,0,0
-1.1265e-27,1,0,0
4.2338e-14,1,0,0
1.4108e-14,1,0,0
2.3685e-15,1,0,0
1.8972e-16,1,0,0
4.6633e-18,1,0,0
7.9149e-21,1,0,0
4.3661e-32,1,0,0
2.1e-21,1,0,0
3.6465e-18,1,0,0
2.6382e-16,1,0,0
5.4147e-15,1,0,0
5.6089e-14,1,0,0
3.7737e-13,1,0,0
1.8844e-12,1,0,0
7.5595e-12,1,0,0
2.5635e-11,1,0,0
7.6082e-11,1,0,0
2.0257e-10,1,0,0
4.9272e-10,1,0,0
1.1102e-09,1,0,0
2.342e-09,1,0,0
4.6652e-09,1,0,0
8.8347e-09,1,0,0
1.5994e-08,1,0,0
2.7807e-08,1,0,0
4.6604e-08,1,0,0
7.5529e-08,1,0,0
1.1868e-07,1,0,0
1.8122e-07,1,0,0
2.6939e-07,1,0,0
3.9046e-07,1,0,0
5.5253e-07,1,0,0
7.6413e-07,1,0,0
1.0336e-06,1,0,0
1.3683e-06,1,0,0
1.7733e-06,1,0,0
2.2501e-06,1,0,0
2.7951e-06,1,0,0
